id,toxic,obscene,threat,insult,identity_hate
"""userName"":""mrch****"",""userProfileImage""",0.9179489214298263,0.004842052515033325,0.005274240653833217,0.7186091937252416,0.051584446019806746
"""userName"":""leeh****"",""userProfileImage""",0.1227305828404865,0.00515034844590461,0.005642844306009265,0.06813135524525539,0.04076014295596302
"""userName"":""munj****"",""userProfileImage""",0.3080577059053969,0.004257550005124936,0.004641765478603969,0.1002654222503794,0.08417271975744081
"""userName"":""hanz****"",""userProfileImage""",0.3789917203547258,0.005476641556425076,0.00603554153831299,0.14205305731854886,0.06479909685650836
"""userName"":""love****"",""userProfileImage""",0.12273058284048642,0.00515034844590461,0.005642844306009265,0.06813135524525536,0.04076014295596299
"""userName"":""rkdm****"",""userProfileImage""",0.2514799358373813,0.009061163598967747,0.015039888750421428,0.14807885642776544,0.015321708885722325
"""userName"":""cjy4****"",""userProfileImage""",0.10695430732664543,0.00505736809642766,0.0055678702584539665,0.05941821582447198,0.03689521569777281
"""userName"":""gage****"",""userProfileImage""",0.7558736640115313,0.004030006017218453,0.004365959115336985,0.10366716470101268,0.5864943969215656
"""userName"":""kgg0****"",""userProfileImage""",0.37650338349174367,0.00225288059475177,0.0024070559736949775,0.0755704473330453,0.010786918397137229
"""userName"":""jinw****"",""userProfileImage""",0.10488607343807714,0.004431393810042033,0.004889252702790662,0.0333204012855394,0.03705215517248635
"""userName"":""hyel****"",""userProfileImage""",0.8639292836436889,0.004951875990816366,0.005407738871646888,0.17956196332127516,0.030011440042001437
"""userName"":""knjk****"",""userProfileImage""",0.4676848052058549,0.004058152959753676,0.004335051446460303,0.2677407314932725,0.03617244870808248
"""userName"":""hero****"",""userProfileImage""",0.13674506956423566,0.004669537038583376,0.007460337636735973,0.03480688310543016,0.09229549978883547
"""userName"":""dago****"",""userProfileImage""",0.13555373741736396,0.004704098024722331,0.004644478891276662,0.13140617921770173,0.03463040544905657
"""userName"":""csg6****"",""userProfileImage""",0.15440865815854368,0.0033342088670066184,0.0034407123697777933,0.03526791545422784,0.04069615657503513
"""userName"":""term****"",""userProfileImage""",0.3789917203547258,0.005476641556425076,0.00603554153831299,0.14205305731854886,0.06479909685650836
"""userName"":""gogu****"",""userProfileImage""",0.8483935933271709,0.005075477289652559,0.00555514873803618,0.731108900819897,0.03673060895511756
"""userName"":""fore****"",""userProfileImage""",0.2064291764591431,0.003732112214420504,0.014289196586579915,0.19027677419974492,0.12955884807975807
"""userName"":""wtfi****"",""userProfileImage""",0.7882258729987014,0.004829865133487341,0.005108335804344998,0.720132775478412,0.02994539585529313
"""userName"":""16to****"",""userProfileImage""",0.19856456126458175,0.004562152998883236,0.004961186444605291,0.052542218964389875,0.030644364447608506
"""userName"":""wonh****"",""userProfileImage""",0.3078881289371684,0.004319136563384465,0.004822380110382187,0.10405767180321424,0.08466045992057962
"""userName"":""kudi****"",""userProfileImage""",0.7886590959019886,0.00498862391172244,0.013512700262241472,0.08737071768768379,0.7177081701104244
"""userName"":""bk_s****"",""userProfileImage""",0.1316282600590516,0.0038438486486882155,0.004004209763060907,0.0694932300978223,0.026653398639949893
"""userName"":""ldj1****"",""userProfileImage""",0.09401596324327355,0.0029116857637543126,0.0031950975179639482,0.02653363454926022,0.014772678817961887
"""userName"":""kwon****"",""userProfileImage""",0.10882516089140483,0.004088590125293089,0.008342431272452662,0.06649584727799242,0.04020267376375818
"""userName"":""calt****"",""userProfileImage""",0.7104713816436807,0.004793014725657366,0.005161418283482726,0.6715796226726589,0.028002134990277927
"""userName"":""jang****"",""userProfileImage""",0.824070637272143,0.004622055252284146,0.004929665532923851,0.7310115954642913,0.04865707847447165
"""userName"":""hajs****"",""userProfileImage""",0.8279478806058778,0.00515034844590461,0.005642844306009265,0.7559129351994526,0.04076014295596304
"""userName"":""aabu****"",""userProfileImage""",0.8229891294779412,0.008511879190309359,0.004715686029483382,0.08870579030781513,0.06645515835833651
